tweetId,topic,multimodal,op_followers_count
1996632821398753409,Social/Cultural Issues,text,4628
1996633229005336785,Social/Cultural Issues,text,886259
1996640548883681478,Social/Cultural Issues,text,146
1996644396645933183,Sports,text,13681
1996652555032842464,Other / Miscellaneous,video,4249893
1996659088886059479,Geopolitics & International Conflicts,image,248188
1996679454526234842,Health & Medicine,image,16472
1996703015559221388,AI generated content,image,10274
1996759040438018208,Other / Miscellaneous,video,415604
1996771183459815495,Sports,video,32239
1996941647762866399,Other / Miscellaneous,video,77683
1996945925822939407,Economy & Finance,image,193709
1996974618834612278,Celebrity / Entertainment / Viral,video,33993
1996988507173065018,Science & Technology,video,1175644
1997012570691997890,Science & Technology,text,1366696
1997019640166244556,Health & Medicine,text,16
1997028635778171196,Celebrity / Entertainment / Viral,text,19178
1997043733960016261,Politics & Elections,text,49034
1997044926589423980,Other / Miscellaneous,text,2977826
1997051779255882084,Politics & Elections,text,4517782
1997085053675786362,Geopolitics & International Conflicts,text,142889
1997193909202735503,Politics & Elections,text,1581477
1997213515505918438,Other / Miscellaneous,video,48831
1997248288446361659,Sports,image,146232
1997290300390457586,Social/Cultural Issues,text,241072191
1997304458687242537,Celebrity / Entertainment / Viral,image,4662
1997318809653244137,Celebrity / Entertainment / Viral,video,6587
1997336480797376962,Social/Cultural Issues,video,772069
1997340896040288504,Conspiracy & Pseudoscience,video,2488789
1997376714834374853,Economy & Finance,video,265920
1997396069106205093,Science & Technology,image,336695
1997397502786461738,Social/Cultural Issues,video,34660
1997398902639595790,Social/Cultural Issues,image,352324
1997407724783775877,Politics & Elections,image,141941
1997411086018986002,Politics & Elections,video,154753
1997453523353743547,Celebrity / Entertainment / Viral,image,428
1997459825471746366,Social/Cultural Issues,video,231931
1997528014335488410,Economy & Finance,video,194645
1997540576242372622,Celebrity / Entertainment / Viral,text,8003
1997545967739085304,Social/Cultural Issues,text,54052
1997564478712578387,Sports,image,93222
1997575926545371247,Other / Miscellaneous,image,15243
1997663938641604706,Politics & Elections,text,5077124
1997711116882046997,Politics & Elections,video,787817
1997713831372738865,Geopolitics & International Conflicts,image,141890
1997729811532271737,Health & Medicine,text,48847
1997747796829732902,Geopolitics & International Conflicts,text,90023
1997749150222368921,Politics & Elections,image,159169
1997767917900034521,Social/Cultural Issues,video,713042
1997774908537884911,Sports,video,8631
1997782463939047610,Politics & Elections,image,164853
1997810742784102643,Social/Cultural Issues,video,46043
1997946822002630918,Politics & Elections,video,13364
1997950239769293074,Science & Technology,image,254564
1998026906361295106,Geopolitics & International Conflicts,text,125024
1998026918591946865,Politics & Elections,text,2395762
1998030571466059953,Social/Cultural Issues,image,75807
1998032899501961374,Science & Technology,video,187421
1998044345409347991,Social/Cultural Issues,text,5253
1998045201995362532,Conspiracy & Pseudoscience,image,150323
1998048687759425912,Politics & Elections,image,169720
1998051339239149996,Economy & Finance,text,3041
1998054965085139097,Geopolitics & International Conflicts,video,3770706
1998077219243987345,Politics & Elections,text,144333
1998078878816858498,Celebrity / Entertainment / Viral,text,4362
1998100801143881825,Sports,video,18105
1998101177817325574,Social/Cultural Issues,image,114686
1998107066141974610,Social/Cultural Issues,text,483
1998148991096361300,Sports,text,11345
1998165248319103025,Geopolitics & International Conflicts,video,448429
1998170707717718090,Other / Miscellaneous,image,121482
1998244440117583991,Economy & Finance,image,4970
1998311066552406189,Social/Cultural Issues,text,68054
1998323418702168083,Politics & Elections,video,390249
1998376103627669981,Celebrity / Entertainment / Viral,video,8463
1998381526786970005,Geopolitics & International Conflicts,video,1757891
1998400760610951665,Geopolitics & International Conflicts,video,142056
1998408826681167966,Politics & Elections,text,836
1998432625409638768,Other / Miscellaneous,image,20422
1998438020329165049,Celebrity / Entertainment / Viral,video,156695
1998458205882531849,Celebrity / Entertainment / Viral,image,200627
1998464809050722491,Politics & Elections,text,637823
1998515382177665527,Sports,image,516637
1998518632343810416,Politics & Elections,text,8159754
1998528523804557622,Economy & Finance,image,271960
1998534115981709653,Politics & Elections,text,77912
1998543639375405164,Science & Technology,text,34985
1998597158065307688,Geopolitics & International Conflicts,image,196231
1998604926151254307,Geopolitics & International Conflicts,video,350875
1998650302455755238,Geopolitics & International Conflicts,video,121608
1998689195531862432,Other / Miscellaneous,video,2362725
1998712407103807741,Other / Miscellaneous,text,2048
1998739262066536889,Other / Miscellaneous,video,7138
1998739835863933311,Geopolitics & International Conflicts,image,15863
1998764177138081992,Economy & Finance,text,37298
1998779232768454666,Geopolitics & International Conflicts,video,1162
1998818995047379428,Celebrity / Entertainment / Viral,text,410
1998830295039254642,Celebrity / Entertainment / Viral,text,54419
1998837166944763956,Geopolitics & International Conflicts,text,8204
1998847833286521165,Celebrity / Entertainment / Viral,image,355885
1998855518530711622,Politics & Elections,text,584220
1998857451719000219,Health & Medicine,text,114095
1998868160582426781,Health & Medicine,video,5047
1998900947574206793,Politics & Elections,image,25167
1998936095497793599,Social/Cultural Issues,video,23404
1998994547888762989,Economy & Finance,text,8080
1998997958373843100,Celebrity / Entertainment / Viral,text,6294
1999013782157197438,Social/Cultural Issues,text,207981
1999029644050444361,Health & Medicine,text,10039
1999081528777928714,Politics & Elections,image,2654
1999101488224723061,Other / Miscellaneous,image,136063
1999131171423469879,Geopolitics & International Conflicts,image,13535
1999138306269876624,Geopolitics & International Conflicts,text,11111
1999181107187843416,Politics & Elections,image,1490663
1999186157893222694,Politics & Elections,text,1100768
1999191457744257315,Social/Cultural Issues,text,54730
1999198724522647917,Conspiracy & Pseudoscience,video,1175644
1999203010929373319,Politics & Elections,text,387950
1999232001870590411,Economy & Finance,image,70929
1999259977543045574,Economy & Finance,image,266
1999266785296875903,Politics & Elections,image,4145989
1999343175534538960,Celebrity / Entertainment / Viral,image,216604
1999358426799915255,Social/Cultural Issues,text,164853
1999411209091592666,Geopolitics & International Conflicts,video,91
1999457184195969266,Science & Technology,video,9906
1999472584300302540,Politics & Elections,text,6072
1999495245852242358,Social/Cultural Issues,text,5238874
1999496661186302243,Politics & Elections,text,4595758
1999518230453309543,Celebrity / Entertainment / Viral,image,1258
1999537761561231646,Celebrity / Entertainment / Viral,image,33775
1999550419664580713,Other / Miscellaneous,text,328
1999552007883853978,Celebrity / Entertainment / Viral,image,243375
1999568524503621790,Politics & Elections,image,4199
1999590084027339132,Social/Cultural Issues,text,19737
1999598651992096949,Other / Miscellaneous,text,27076
1999602615399616748,Celebrity / Entertainment / Viral,text,614
1999610078526099643,Other / Miscellaneous,video,216604
1999610342880739533,Celebrity / Entertainment / Viral,text,195556
1999611268873752785,Social/Cultural Issues,video,2134914
1999642345415844090,Sports,image,99023
1999651727457550635,Social/Cultural Issues,image,719914
1999673951270895916,Social/Cultural Issues,text,31384
1999717046012019168,Other / Miscellaneous,text,78
1999736244667056260,Economy & Finance,image,325989
1999745570597143041,Sports,text,1327
1999754182069543331,Politics & Elections,image,3007
1999773002511376450,Celebrity / Entertainment / Viral,image,828365
1999782286238371978,Social/Cultural Issues,image,138420
1999811697079365885,Politics & Elections,video,335012
1999833837225091330,Sports,image,29498
1999851424599994853,Politics & Elections,text,4072232
1999860367074418714,Other / Miscellaneous,image,48577
1999871857923956921,Social/Cultural Issues,text,483
1999890313683587443,Geopolitics & International Conflicts,text,14951163
1999961426614768092,Social/Cultural Issues,text,9916
1999972071502463363,Sports,image,1833529
2000008042956656749,Sports,image,14233
2000020651097366957,Celebrity / Entertainment / Viral,image,369
2000033663141003654,Other / Miscellaneous,image,110301
2000033920268599536,Social/Cultural Issues,image,23387
2000045885162758606,Celebrity / Entertainment / Viral,video,4506
2000140517556822070,Geopolitics & International Conflicts,text,17052
2000145125930844405,Politics & Elections,image,148467
2000148725898060083,Social/Cultural Issues,text,2874
2000151613248561264,Politics & Elections,video,160853
2000185329782063388,Social/Cultural Issues,video,241534
2000191352055939247,Economy & Finance,video,277678
2000194373309669403,Geopolitics & International Conflicts,video,30224
2000208615228280920,Sports,image,1419781
2000212071737368669,Celebrity / Entertainment / Viral,video,100475
2000212328399384977,Celebrity / Entertainment / Viral,image,17102
2000224849441268094,Celebrity / Entertainment / Viral,image,26159
2000226384409489539,Geopolitics & International Conflicts,text,23194
2000240849431806455,Geopolitics & International Conflicts,image,21561
2000247161888629002,Social/Cultural Issues,text,40044
2000248204634521841,Science & Technology,video,156833
2000262499854389283,Celebrity / Entertainment / Viral,image,186322
2000263760557080702,Geopolitics & International Conflicts,image,1929011
2000267540208193544,Politics & Elections,video,439564
2000286445261803810,Sports,video,2494
2000294317525774450,Economy & Finance,text,54618
2000298843334926760,Other / Miscellaneous,video,129936
2000300537426989277,Geopolitics & International Conflicts,video,43989
2000302569495969833,Social/Cultural Issues,text,1396
2000304361394856307,Other / Miscellaneous,image,2035
2000322328350110194,Social/Cultural Issues,video,29110
2000334103619784771,Social/Cultural Issues,text,111907
2000344819982295242,Other / Miscellaneous,text,3352
2000351371472834772,Politics & Elections,video,138419
2000389872822153241,Celebrity / Entertainment / Viral,image,155309
2000400167481004216,Geopolitics & International Conflicts,image,846618
2000400861693186104,Other / Miscellaneous,image,21561
2000413079394472187,Politics & Elections,text,201014
2000414131212501451,Celebrity / Entertainment / Viral,image,98297
2000420599001497791,Other / Miscellaneous,image,373
2000436203775205512,Social/Cultural Issues,text,20399
2000441768811380801,Celebrity / Entertainment / Viral,image,36344
2000522830857851346,Social/Cultural Issues,text,35042
2000578650366726601,Politics & Elections,text,108402
2000596715506667547,Other / Miscellaneous,text,68737633
2000597475103510639,Politics & Elections,image,4758934
2000636649118789877,Politics & Elections,text,2284472
2000637126694912130,Celebrity / Entertainment / Viral,image,1943
2000663783451021349,Celebrity / Entertainment / Viral,text,106996
2000665054983925812,Politics & Elections,image,4377
2000672213855306183,Politics & Elections,video,1195571
2000690199907418303,Other / Miscellaneous,image,2823
2000696369405890826,Other / Miscellaneous,video,3982207
2000700780446199864,Economy & Finance,image,36257
2000717661936730309,Politics & Elections,image,1143372
2000719053653004288,Social/Cultural Issues,text,508855
2000735628053393624,Geopolitics & International Conflicts,text,25754
2000740329612570771,Politics & Elections,text,1750
2000818015420735558,Geopolitics & International Conflicts,video,597418
2000833841532166659,Geopolitics & International Conflicts,video,81631
2000851215727648922,Social/Cultural Issues,text,130606
2000886974564196580,Economy & Finance,text,16944
2000893080308998402,Geopolitics & International Conflicts,video,7806
2000922438243381610,Sports,text,1511
2000933902693847216,Politics & Elections,text,494018
2000937710110806427,Economy & Finance,image,135769
2000948997561766356,Social/Cultural Issues,image,196230
2000973123370541086,Geopolitics & International Conflicts,image,1915398
2000985762620432834,Science & Technology,image,93299
2000991532556673442,Geopolitics & International Conflicts,image,44449
2001002704022462592,Conspiracy & Pseudoscience,video,1175644
2001040304053330209,Other / Miscellaneous,image,54449
2001063581396209949,Geopolitics & International Conflicts,video,57990
2001078699504890193,Celebrity / Entertainment / Viral,text,257012
2001095322265862315,Science & Technology,image,521384
2001095869546828122,Sports,text,364
2001109353047392612,Other / Miscellaneous,video,2362723
2001127951224508925,Geopolitics & International Conflicts,text,345590
2001180812473987488,Social/Cultural Issues,image,1920
2001231176493883779,Politics & Elections,video,19632
2001267742377230611,Geopolitics & International Conflicts,video,221924
2001272884522856731,Social/Cultural Issues,text,72306
2001334663751832049,Politics & Elections,text,1435313
2001341881779998893,Economy & Finance,image,309109
2001353398474678479,Geopolitics & International Conflicts,image,3229
2001357992785281032,Politics & Elections,image,78579
2001360151534801032,Science & Technology,image,25929
2001360494599582089,Other / Miscellaneous,video,4237
2001397347968844277,Geopolitics & International Conflicts,video,70826
2001425661810856057,Conspiracy & Pseudoscience,text,188388
2001431699607912743,Social/Cultural Issues,text,106275
2001456125196050532,Celebrity / Entertainment / Viral,text,116
2001458917365420539,Other / Miscellaneous,text,26
2001467431173157359,Politics & Elections,image,159169
2001472339465191480,Social/Cultural Issues,text,1980
2001490923558178859,Science & Technology,image,641401
2001512689164546125,Science & Technology,image,2125
2001514008483111325,Other / Miscellaneous,text,34687
2001531732152262748,Celebrity / Entertainment / Viral,text,7192
2001550347404251269,Politics & Elections,text,107484
2001574967801192866,Geopolitics & International Conflicts,image,259984
2001601691922088278,Geopolitics & International Conflicts,text,65365
2001603122788270288,Science & Technology,video,17342
2001611351953641543,Economy & Finance,image,8327
2001633021318107466,Politics & Elections,video,1159571
2001637519184855144,Social/Cultural Issues,video,378119
2001637865277858117,Economy & Finance,image,35218
2001659838712160562,Social/Cultural Issues,text,103779
2001666956957487552,Other / Miscellaneous,video,2034461
2001677246365401555,Other / Miscellaneous,video,13259893
2001733116906397849,Other / Miscellaneous,text,616
2001760841453162881,Science & Technology,image,711083
2001763599984087270,Other / Miscellaneous,text,189291
2001768559144472828,Science & Technology,video,1400467
2001772371615609196,Celebrity / Entertainment / Viral,image,354345
2001780775239487634,Politics & Elections,text,109858
2001783657296728390,Celebrity / Entertainment / Viral,image,1626
2001885513624752280,Celebrity / Entertainment / Viral,image,215745
2001918309374005586,Geopolitics & International Conflicts,image,94611
2001956674249085188,Social/Cultural Issues,video,592476
2001995607054098646,Geopolitics & International Conflicts,video,287780
2002011146212028904,Geopolitics & International Conflicts,video,367198
2002055078988136472,Politics & Elections,text,29808
2002091653289398392,Social/Cultural Issues,image,113003
2002100335574462498,Politics & Elections,text,1534
2002136486297149937,Social/Cultural Issues,text,161267
2002144373551870437,Politics & Elections,image,81881
2002145265076351310,Other / Miscellaneous,image,509986
2002161352362668324,Celebrity / Entertainment / Viral,text,61285
2002194232195625456,Politics & Elections,image,509986
2002238237503303718,Social/Cultural Issues,video,686496
2002314460132696490,Politics & Elections,video,1175644
2002354054446657998,Geopolitics & International Conflicts,image,208477
2002362612638425253,Social/Cultural Issues,text,105116
2002387004697297289,Science & Technology,text,6569
2002387667497988406,Other / Miscellaneous,text,226559
2002461500037083580,Geopolitics & International Conflicts,video,922540
2002487662956159348,Politics & Elections,image,76887
2002497870709338518,Sports,image,60870
2002548709352222914,AI generated content,image,4298
2002549177499463963,Other / Miscellaneous,image,3524818
2002594510615060613,Economy & Finance,text,226635
2002628831736443269,Other / Miscellaneous,video,91464
2002642091516834206,Social/Cultural Issues,text,580435
2002745035247525932,Social/Cultural Issues,image,114057
2002747753357836552,Politics & Elections,image,1757891
2002752876871926209,Geopolitics & International Conflicts,text,15154071
2002754916029186510,Health & Medicine,video,262143
2002758739972210817,Celebrity / Entertainment / Viral,image,9485
2002863032104530042,Other / Miscellaneous,image,67211
2002874926060257457,Celebrity / Entertainment / Viral,video,573576
2002886261745570253,Sports,video,9053
2002958580409155870,Other / Miscellaneous,text,105370
2002981856451662042,Other / Miscellaneous,image,1728
2002993049845268655,Other / Miscellaneous,image,28055
2003031736427716609,Geopolitics & International Conflicts,video,1915404
2003042767161950583,Science & Technology,image,460804
2003084010503684427,Politics & Elections,text,686496
2003100782615511343,Social/Cultural Issues,text,15150
2003134356173607092,Other / Miscellaneous,image,1929
2003134420887515313,Politics & Elections,text,95465
2003134433151631408,Sports,text,15145
2003169148139102711,Celebrity / Entertainment / Viral,text,216604
2003176980645314754,Social/Cultural Issues,text,1373
2003190512761872425,Other / Miscellaneous,image,90
2003194334645207076,Social/Cultural Issues,video,1757891
2003205701951496258,Social/Cultural Issues,text,32822
2003211233181552662,Other / Miscellaneous,image,107406
2003221730542887336,Social/Cultural Issues,text,54
2003223618323644851,Economy & Finance,video,66298
2003263026913214505,Sports,video,34556
2003312763532361757,Celebrity / Entertainment / Viral,image,919
2003331743743639638,Politics & Elections,video,391826
2003397559143006350,Politics & Elections,video,9417090
2003450671996051772,Health & Medicine,video,241535
2003459814576275814,Politics & Elections,text,301377
2003466664344731737,Science & Technology,image,82738
2003469441942864123,Celebrity / Entertainment / Viral,image,1812156
2003488037611942112,Politics & Elections,image,543121
2003490914061418747,Social/Cultural Issues,video,906015
2003497719789486404,Sports,image,76683
2003498071758688642,Social/Cultural Issues,video,114501
2003525780509458800,Social/Cultural Issues,text,24343
2003527493920211127,Economy & Finance,text,78964
2003533212824568187,Politics & Elections,image,84014
2003547075938824224,Celebrity / Entertainment / Viral,image,12081
2003550264498983241,Politics & Elections,text,49955
2003588310414012482,Politics & Elections,video,386736
2003589524052639869,Social/Cultural Issues,text,24194
2003598784987853157,Health & Medicine,text,5772
2003613055822004710,Health & Medicine,video,153984
2003651176064237853,Other / Miscellaneous,video,6707
2003697539955216752,Celebrity / Entertainment / Viral,image,911
2003704779814387829,Politics & Elections,video,84174
2003736339993494006,Social/Cultural Issues,text,194763
2003782894901448750,Sports,image,8631
2003790400734040299,Social/Cultural Issues,text,167138
2003811469553762800,Social/Cultural Issues,image,73353
2003818726832177630,Health & Medicine,video,277678
2003826155091370238,Celebrity / Entertainment / Viral,text,1079812
2003832108377370945,Social/Cultural Issues,text,2395763
2003858471641387250,Geopolitics & International Conflicts,image,163953
2003863453413585069,Social/Cultural Issues,text,3511
2003880880188895407,Economy & Finance,image,4254
2003905259799040162,Sports,text,6726
2003926676871209340,Celebrity / Entertainment / Viral,text,7322492
2003929649852694889,Celebrity / Entertainment / Viral,video,95831
2003947182135882055,Social/Cultural Issues,text,13774189
2003981784707645823,Politics & Elections,image,116939
2004004177979363496,Social/Cultural Issues,video,4472096
2004010205156433922,Science & Technology,image,339731
2004099090083356782,Economy & Finance,image,523759
2004125638266118514,Celebrity / Entertainment / Viral,text,4417
2004147282732523985,Other / Miscellaneous,image,5556
2004186617704280574,Politics & Elections,video,1195571
2004209012104221194,Economy & Finance,image,35711
2004212622850511015,Social/Cultural Issues,text,48367
2004258043953906004,Social/Cultural Issues,image,377802
2004258961810137279,Geopolitics & International Conflicts,image,637100
2004265883116490836,Politics & Elections,video,177916
2004268257885454593,Politics & Elections,video,52775
2004329290826223719,Social/Cultural Issues,video,6472
2004335140298973463,Sports,video,2560
2004385721344516480,Other / Miscellaneous,image,5384
2004386166381203923,Celebrity / Entertainment / Viral,video,1230537
2004423175078281543,Economy & Finance,image,357089
2004460808454263154,Health & Medicine,video,204793
2004462164103647556,Geopolitics & International Conflicts,video,206398
2004516537659503047,Economy & Finance,text,4251
2004551685906259979,Social/Cultural Issues,text,317655
2004552289827361228,Sports,text,643
2004554783693099313,Geopolitics & International Conflicts,image,4528
2004573403836305517,Social/Cultural Issues,video,281433
2004574311911432688,Social/Cultural Issues,image,1734511
2004576932554522916,Economy & Finance,text,320
2004579852213448934,Politics & Elections,text,1270324
2004598217728557154,Politics & Elections,image,150952
2004602250295968104,Sports,image,1222398
2004624054649528608,Health & Medicine,video,269534
2004629628980506904,Politics & Elections,text,133944
2004631379527827684,Social/Cultural Issues,image,20211
2004645748504494454,Politics & Elections,text,34
2004646485476909144,Politics & Elections,video,231705
2004672001068458085,Other / Miscellaneous,image,140659
2004703220950827010,Politics & Elections,text,301377
2004709563577032966,Social/Cultural Issues,video,221995
2004729452518117780,Conspiracy & Pseudoscience,image,10758
2004739695880929397,Social/Cultural Issues,text,65127
2004864648944714123,Celebrity / Entertainment / Viral,text,662175
2004912024204235147,Sports,image,28541541
2004961413216039207,Sports,video,12179
2004982121212117191,Celebrity / Entertainment / Viral,image,47123
2005019219298066810,Politics & Elections,text,37557
2005020338288296365,Celebrity / Entertainment / Viral,image,29163
2005036029481234750,Social/Cultural Issues,image,2526367
2005043843851555219,Geopolitics & International Conflicts,text,143725
2005067574317404502,Politics & Elections,video,32445
2005152664716451901,Social/Cultural Issues,video,77042
2005163618695102847,Politics & Elections,text,54618
2005243649194656163,Politics & Elections,text,2552472
2005270069824417844,Sports,image,22697
2005270279585779747,Sports,image,210537
2005271736435245405,Social/Cultural Issues,text,36422
2005283391869223175,Economy & Finance,image,371356
2005290198616441042,Sports,text,4984197
2005291861036954017,Economy & Finance,text,1442
2005293760939171859,Social/Cultural Issues,video,1390835
2005308428466700571,Social/Cultural Issues,text,1597461
2005325872031739919,Geopolitics & International Conflicts,text,492891
2005329285905891550,Other / Miscellaneous,text,40592
2005344328730956182,Social/Cultural Issues,video,2034461
2005354864407409006,Sports,text,12756
2005356127232708722,Politics & Elections,image,3915945
2005368429725843503,Politics & Elections,image,68774
2005376635386970584,Sports,video,1230537
2005387771045949786,Geopolitics & International Conflicts,video,431185
2005401661057933735,Politics & Elections,image,100962
2005458749931049337,Politics & Elections,image,471020
2005464559029727248,Health & Medicine,text,6523
2005638387529900159,Health & Medicine,text,57325
2005644623134314690,Other / Miscellaneous,text,6147
2005677666557698308,Social/Cultural Issues,video,15430
2005696566280028382,Politics & Elections,image,1350245
2005697127050273038,Sports,image,280142
2005747401831911595,Science & Technology,video,27259
2005763449557770529,AI generated content,image,124466
2005772278966202368,Social/Cultural Issues,text,13235
2005864374997770348,Social/Cultural Issues,text,93605
2005869773335257098,Social/Cultural Issues,text,9503
2005875894444016098,Other / Miscellaneous,video,15058
2005989179940036648,Celebrity / Entertainment / Viral,video,128828
2005990679697301669,Sports,image,18590
2006016157115908302,Other / Miscellaneous,image,46333
2006049301739274272,Celebrity / Entertainment / Viral,image,240011
2006090063466139985,Politics & Elections,image,55111
2006129151997096199,Geopolitics & International Conflicts,video,28817
2006147538676814325,Politics & Elections,video,772069
2006267135048478877,Social/Cultural Issues,video,141041
2006364964215505205,Politics & Elections,text,1739615
2006386988069613933,Other / Miscellaneous,video,1172738
2006412341898867128,Sports,image,402823
2006425566673858562,Other / Miscellaneous,image,1678954
2006439468304314771,Geopolitics & International Conflicts,text,85120
2006472932516835722,Other / Miscellaneous,image,1400467
2006498098215076161,Politics & Elections,text,1400467
2006508804884795729,Politics & Elections,text,30354
2006516862147076379,Geopolitics & International Conflicts,image,258900
2006559970268164499,Celebrity / Entertainment / Viral,video,34196
2006565696751415388,Politics & Elections,text,1593895
2006584370497536250,Social/Cultural Issues,video,1361955
2006588951101079970,Social/Cultural Issues,video,188847
2006614974597312661,Economy & Finance,text,55404
2006625795138363797,Other / Miscellaneous,video,31182
2006696816616907053,Celebrity / Entertainment / Viral,image,76475
2006712009849712892,Sports,image,940531
2006747638721556718,Social/Cultural Issues,video,256725
2006761522979360956,Geopolitics & International Conflicts,text,77632
2006767056260313369,Other / Miscellaneous,text,2455
2006781652954124288,Politics & Elections,video,3127
2006800739751137417,Celebrity / Entertainment / Viral,video,97935
2006823276656697598,Other / Miscellaneous,image,408
2006826689544990979,Social/Cultural Issues,text,17725
2006828761958986036,Politics & Elections,text,47882
2006829097268510800,Geopolitics & International Conflicts,text,8806
2006830442998280331,Sports,text,15872
2006833329228955721,Celebrity / Entertainment / Viral,image,69915
2006867471161241914,Other / Miscellaneous,text,885134
2006889516385403387,Sports,image,1421398
2006918453110923771,Other / Miscellaneous,text,169
2006927507065549002,Other / Miscellaneous,video,666782
2006988274196516970,Other / Miscellaneous,text,553891
2007004134743089186,Geopolitics & International Conflicts,image,20870
2007054769081532836,Geopolitics & International Conflicts,video,255698
2007056818581709307,Social/Cultural Issues,text,5064938
2007062819624423642,Other / Miscellaneous,video,19025
2007090601611632818,Celebrity / Entertainment / Viral,video,7614
2007102207884410982,Social/Cultural Issues,text,77977
2007122963062247590,Sports,video,238434
2007125879210807533,Celebrity / Entertainment / Viral,text,5312
2007144529284284836,Economy & Finance,text,17843
2007152662068777222,Other / Miscellaneous,text,5077124
2007183972456177956,Other / Miscellaneous,image,391522
2007195194807202019,Other / Miscellaneous,image,18604
2007201115549643037,Politics & Elections,text,997893
2007209197122056626,Other / Miscellaneous,video,11600
2007210490284605458,Social/Cultural Issues,image,5064005
2007342476731003147,Geopolitics & International Conflicts,text,906731
2007348264908267978,Sports,image,22781
2007357456608063582,Geopolitics & International Conflicts,image,201917
2007378854621655214,Celebrity / Entertainment / Viral,video,7675
2007382901785268282,Geopolitics & International Conflicts,image,1757897
2007386841390215226,Geopolitics & International Conflicts,image,106
2007433612354793690,Geopolitics & International Conflicts,video,100860
2007440559091466287,Science & Technology,image,29027
2007469477093413320,Politics & Elections,text,174502
2007476242493157868,Celebrity / Entertainment / Viral,text,12889
2007485954051969500,Politics & Elections,text,367153
2007496227068489950,Other / Miscellaneous,image,202929
2007503465736745180,Other / Miscellaneous,image,238131
2007510246307311892,Science & Technology,video,1541590
2007519706501062851,Geopolitics & International Conflicts,image,343182
2007538582056251527,Celebrity / Entertainment / Viral,image,5261
2007589927635030122,Other / Miscellaneous,text,694
2007601741580341760,Other / Miscellaneous,video,338206
2007642635549454799,Geopolitics & International Conflicts,text,286360
2007645854665191931,Geopolitics & International Conflicts,text,226868
2007691484322247101,Geopolitics & International Conflicts,text,300296
2007700577472672224,Politics & Elections,image,2729301
2007758961114767577,Geopolitics & International Conflicts,image,149209
2007786461249360118,Social/Cultural Issues,text,273
2007798064258400595,Politics & Elections,text,118764
2007846158597763224,Science & Technology,text,3365
2007849962915479853,Politics & Elections,text,340406
2007858508784615846,Other / Miscellaneous,image,29034
2007859512192246092,Sports,image,15150
2007865630574395656,Sports,text,1154955
2007879694348349667,Politics & Elections,image,805
2007879871293427886,Geopolitics & International Conflicts,video,4472096
2007883285775474824,Sports,image,1208123
2007885344554033583,Politics & Elections,text,3002554
2007905785721012242,Politics & Elections,text,164095
2007928818913386814,Geopolitics & International Conflicts,image,23119
2007938892608258099,Other / Miscellaneous,image,1440616
2007974894357958991,Politics & Elections,video,73838
2008001127183515805,Geopolitics & International Conflicts,text,65124
2008014842989359227,Politics & Elections,video,4472096
2008039858762293357,Geopolitics & International Conflicts,text,1035833
2008044177444008315,Celebrity / Entertainment / Viral,video,240011
2008111570489135561,Sports,text,57026
2008112768348774642,Celebrity / Entertainment / Viral,text,6951
2008121282458472747,Politics & Elections,video,1593895
2008139779859251551,Sports,image,1208123
2008162052658155574,Science & Technology,text,51417
2008183851802337656,Politics & Elections,video,1159570
2008199964074369042,Geopolitics & International Conflicts,text,225
2008229637332074725,Other / Miscellaneous,video,6971
2008232235673989381,Politics & Elections,text,3626986
2008241788385947914,Geopolitics & International Conflicts,image,231932
2008248058828734562,Politics & Elections,video,148466
2008257193582489725,Other / Miscellaneous,image,183762
2008297459462877513,Other / Miscellaneous,image,4282791
2008308479363051774,Politics & Elections,video,5238874
2008312026955682168,Other / Miscellaneous,video,145008
2008315544198615289,Sports,video,482297
2008319903166501178,AI generated content,video,589151
2008323432115511398,Politics & Elections,image,18145
2008323548545249388,Geopolitics & International Conflicts,video,494223
2008340380710768757,Sports,image,457518
2008419176789037501,AI generated content,video,52550
2008427528760050158,Health & Medicine,text,37
2008466791794962790,Sports,image,160256
2008473306270494783,Science & Technology,video,21539
2008529083198775657,Geopolitics & International Conflicts,video,21292
2008567885191414145,Economy & Finance,text,1766484
2008568638341820671,Sports,text,54106
2008613200539885768,Economy & Finance,image,40707
2008617491833012721,Politics & Elections,image,210707
2008643008145572337,Politics & Elections,video,371882
2008651157468815429,Other / Miscellaneous,text,1202
2008686551392231456,Politics & Elections,image,58436
2008708515138072686,Sports,text,11790
2008715824912363765,Conspiracy & Pseudoscience,image,406512
2008724826471756263,Geopolitics & International Conflicts,text,1273
2008760475375272267,Sports,image,7363072
2008817674470760617,Celebrity / Entertainment / Viral,image,68378
2008856178088886449,Celebrity / Entertainment / Viral,image,1429659
2008896386847408637,Other / Miscellaneous,video,1026427
2008905052983873580,Other / Miscellaneous,image,15119
2008909003254903291,Geopolitics & International Conflicts,text,1183919
2008932893792305622,Other / Miscellaneous,text,6038334
2008937801094455535,Health & Medicine,image,1673068
2008939683754201526,Social/Cultural Issues,text,180424
2008943849155289397,Science & Technology,video,2426
2008955741093417082,Celebrity / Entertainment / Viral,image,4632
2008966437952458924,Politics & Elections,text,292
2008966679230075076,Politics & Elections,text,4758934
2008971265047195745,Social/Cultural Issues,image,81880
2008980286240117054,Social/Cultural Issues,image,165764
2008982724447515064,Science & Technology,text,2501472
2008983695697580275,Politics & Elections,video,9460
2008986227643752762,Social/Cultural Issues,video,144409
