tweetId,topic,multimodal,op_followers_count,op_followers_count_jul2026
1991497968289997094,Conspiracy & Pseudoscience,video,258313,355094
1991498269290295368,Social/Cultural Issues,video,60207,
1991505555496792146,Geopolitics & International Conflicts,video,1601284,1989719
1991507054801088755,Science & Technology,video,91691,75288
1991512977711784363,Geopolitics & International Conflicts,image,176147,219023
1991515283975180350,Economy & Finance,image,207212,232070
1991522085403783287,Geopolitics & International Conflicts,video,,
1991538959542046881,Politics & Elections,video,109652,110663
1991541660757684636,Health & Medicine,text,279679,281339
1991547994886307979,Conspiracy & Pseudoscience,image,37410,38924
1991560227171312115,Social/Cultural Issues,image,56945,56808
1991567063307915342,Economy & Finance,image,25113,25366
1991571635741290606,Social/Cultural Issues,image,14475,14542
1991574641929056516,AI generated content,video,28376,31751
1991575608711868786,Geopolitics & International Conflicts,video,234334,236140
1991576680956117123,Social/Cultural Issues,text,19309102,19326244
1991582760847499492,Social/Cultural Issues,text,2925949,3003195
1991592759271256142,Politics & Elections,text,437023,453679
1991599014270365829,Health & Medicine,text,104560,107209
1991605623964987552,Politics & Elections,video,634849,653462
1991631330191503589,Politics & Elections,video,58801,81922
1991636720278745344,Geopolitics & International Conflicts,image,914607,1161535
1991650230270656762,Politics & Elections,image,2481,2356
1991665361863999667,Social/Cultural Issues,image,56320,65337
1991700724456255578,Politics & Elections,text,241367,256028
1991711749977043314,Sports,video,193972,229300
1991778612891250971,Conspiracy & Pseudoscience,video,1155476,1175521
1991779355505328263,Politics & Elections,text,733687,739237
1991790093552783437,Social/Cultural Issues,image,7442,7522
1991790357370261694,AI generated content,video,860815,888825
1991808184626098294,Economy & Finance,image,330388,334530
1991816957122031757,Economy & Finance,image,67958,81055
1991821351834005994,Geopolitics & International Conflicts,video,6578,7814
1991823990403338723,Social/Cultural Issues,image,19310634,19326244
1991825618980503795,Social/Cultural Issues,image,1880693,2037805
1991831458277990810,Geopolitics & International Conflicts,text,502193,546294
1991831700767396310,Politics & Elections,image,1683744,1758764
1991845033168019625,Geopolitics & International Conflicts,image,8000,8649
1991849832957227105,Conspiracy & Pseudoscience,video,1155486,1175521
1991854783838425215,AI generated content,image,30077,41584
1991858295116894367,Social/Cultural Issues,image,13531,14280
1991860416310603975,Social/Cultural Issues,video,,
1991863814908973348,Economy & Finance,text,304738,304933
1991874328213041197,Conspiracy & Pseudoscience,video,1155599,1175521
1991876856195535227,Conspiracy & Pseudoscience,video,184767,251036
1991881061341843572,AI generated content,video,45383,
1991891827583324298,Politics & Elections,image,104930,109680
1991895993466683764,Economy & Finance,video,131216,131635
1991911800296919081,Celebrity / Entertainment / Viral,video,375069,371575
1991916515806048360,AI generated content,image,,
1991945750486614366,Geopolitics & International Conflicts,image,3183,12492
1991959126134632958,Social/Cultural Issues,video,237233,240405
1991964050511794256,AI generated content,video,,
1992004078898172232,Social/Cultural Issues,image,177864,188354
1992006267112657002,AI generated content,text,64269,76633
1992015024261599559,Politics & Elections,image,47685,55452
1992035477860589731,Celebrity / Entertainment / Viral,video,18369,41892
1992043016685535618,Politics & Elections,text,1683048,1758764
1992084430752809227,Politics & Elections,image,259910,304971
1992107088034795917,Celebrity / Entertainment / Viral,video,17486,22479
1992114908037841209,Other / Miscellaneous,image,23317,
1992150467674288217,Celebrity / Entertainment / Viral,video,30850,42309
1992160721241792930,Social/Cultural Issues,text,78877,88672
1992186300569387022,Other / Miscellaneous,image,73212,76573
1992207789909819878,Geopolitics & International Conflicts,text,252308,274292
1992209189247320548,Social/Cultural Issues,image,4059,
1992225341616853357,Geopolitics & International Conflicts,text,88605,93540
1992234205116551356,Geopolitics & International Conflicts,video,305110,339329
1992247035576389928,Social/Cultural Issues,video,56525,
1992252270009057469,AI generated content,video,24552,24859
1992260266298327310,Geopolitics & International Conflicts,text,1252179,1276824
1992262673149591661,Economy & Finance,image,101098,116943
1992266868951069151,Economy & Finance,text,,
1992286750664700342,Geopolitics & International Conflicts,video,5309,5414
1992291850045001916,Economy & Finance,text,318283,1673219
1992300221456642379,Social/Cultural Issues,text,,
1992332138264645781,Politics & Elections,text,471306,489651
1992338584595247390,Geopolitics & International Conflicts,image,26339,26473
1992348553906426268,Science & Technology,image,1125366,1129391
1992377007460753581,Economy & Finance,image,17797,17984
1992380912395579503,Conspiracy & Pseudoscience,video,1155470,1175521
1992383685040169234,Conspiracy & Pseudoscience,video,2353504,2361555
1992391271969943776,Social/Cultural Issues,text,56695,58202
1992397358555091006,AI generated content,video,257862,290509
1992404104313016499,Politics & Elections,image,40638,39514
1992404634342993925,Politics & Elections,image,233245,259652
1992417156433318310,Social/Cultural Issues,image,10773,
1992428973268287762,Social/Cultural Issues,image,240551,256934
1992435341899518119,Politics & Elections,image,421413,422978
1992474249618219097,Economy & Finance,image,849503,1190462
1992484150818009429,Other / Miscellaneous,video,180598,197822
1992511378578723168,Conspiracy & Pseudoscience,image,1155524,1175521
1992546601139634674,Politics & Elections,image,,
1992547371016696155,Celebrity / Entertainment / Viral,image,131096,132758
1992553582302834777,Economy & Finance,image,76773,90698
1992554494434164898,Conspiracy & Pseudoscience,video,354721,363382
1992572116198170633,Celebrity / Entertainment / Viral,video,336445,
1992579312067961022,Politics & Elections,image,102156,110306
1992590502013940140,Geopolitics & International Conflicts,image,562168,595052
1992592751515619425,Geopolitics & International Conflicts,video,432,390
1992600489813565550,Geopolitics & International Conflicts,image,760035,803535
1992601874092929152,Politics & Elections,image,102868,110306
1992648495023710622,Politics & Elections,image,,
1992651119517192620,Geopolitics & International Conflicts,image,551357,610899
1992666413081989525,Geopolitics & International Conflicts,text,49117,52842
1992675783442067888,Conspiracy & Pseudoscience,video,83151,120229
1992709191430201621,Celebrity / Entertainment / Viral,video,72778,
1992723284258173200,Conspiracy & Pseudoscience,video,183456,195970
1992743603299668152,Social/Cultural Issues,video,281714,330502
1992796049753436501,Celebrity / Entertainment / Viral,video,,
1992828545320587756,Celebrity / Entertainment / Viral,video,1754,5309
1992884297951277246,Health & Medicine,video,208113,263100
1992885850938745326,Social/Cultural Issues,video,1520626,1545206
1992909043946656149,Other / Miscellaneous,image,,
1992915801398247854,Celebrity / Entertainment / Viral,video,315124,324307
1992919160054259885,Sports,image,15056,25855
1992934553795829862,Geopolitics & International Conflicts,image,31715,51288
1992977826455425395,Social/Cultural Issues,video,194425,205142
1993016837777637459,Conspiracy & Pseudoscience,video,1155476,1175521
1993068077240725676,Politics & Elections,image,240550,256934
1993078048292508146,Politics & Elections,video,58800,81922
1993100192837489111,Geopolitics & International Conflicts,video,,
1993100758959476862,Politics & Elections,image,209838,232070
1993104541571858667,Politics & Elections,text,637550,638370
1993130649667158467,Politics & Elections,text,20147,21633
1993132277585289591,AI generated content,image,,
1993141235545260482,Social/Cultural Issues,image,667647,
1993149553198112911,Social/Cultural Issues,video,7445,8021
1993156887597269316,Other / Miscellaneous,image,72184,
1993177247822516587,Celebrity / Entertainment / Viral,image,,
1993188163104411825,Other / Miscellaneous,video,1725015,1736092
1993201909721972856,Science & Technology,image,1391653,1429971
1993224790803693948,Politics & Elections,image,22022,60741
1993265476185506111,Geopolitics & International Conflicts,video,,
1993668305069154638,Politics & Elections,text,1881,1612
1993684046115914138,Conspiracy & Pseudoscience,image,180571,176073
1993688441763102944,Social/Cultural Issues,text,4418,4756
1993715891931095325,Health & Medicine,image,115816,134703
1993735402587291694,Economy & Finance,text,337414,345255
1993744525433647301,Sports,image,,
1993785377111593045,Geopolitics & International Conflicts,text,78878,88672
1993785536428007747,Social/Cultural Issues,text,104695,135080
1993798920108192097,Politics & Elections,image,10304,12051
1993855055175250219,Celebrity / Entertainment / Viral,image,8397119,8848348
1993864708005515398,Politics & Elections,image,4122161,4146775
1993871767178199208,Geopolitics & International Conflicts,image,233231,259652
1993882940636582372,Other / Miscellaneous,image,,
1993897582725353977,Celebrity / Entertainment / Viral,image,,
1993902763173138724,Politics & Elections,video,160354,152766
1993916890029150513,Economy & Finance,image,15235,15798
1993921468804263983,Health & Medicine,image,101639,106571
1993923660701422059,Social/Cultural Issues,video,470627,509660
1993933140210118747,Celebrity / Entertainment / Viral,video,,
1993953277478908059,Politics & Elections,video,498245,582933
1993960297690959974,Social/Cultural Issues,text,889178,906490
1993971361119916169,Sports,text,9492,11384
1993974466938892581,Celebrity / Entertainment / Viral,video,56643,65677
1993985907939053704,Social/Cultural Issues,image,480449,478736
1994013425437909073,Geopolitics & International Conflicts,video,464,398
1994066307453506031,Politics & Elections,image,81157,134169
1994070702735954069,Politics & Elections,image,102876,110306
1994109618411172003,Economy & Finance,text,1724973,1736092
1994122730287898659,Celebrity / Entertainment / Viral,video,336100,
1994256577218633928,Politics & Elections,text,278166,368182
1994352199514681594,Geopolitics & International Conflicts,video,242342,242693
1994466398249054563,Politics & Elections,image,123460,125913
1994481322434465878,Other / Miscellaneous,image,27484,29667
1994500791823225318,Celebrity / Entertainment / Viral,image,276129,310168
1994511619901034764,Sports,video,1750,3604
1994526844314685778,Economy & Finance,image,4282590,4282197
1994527330711343321,Politics & Elections,image,508640,524462
1994539116449730687,Politics & Elections,image,166243,201999
1994543362981171452,Politics & Elections,text,1277596,1276121
1994559296835915829,Social/Cultural Issues,video,1299433,1391554
1994580435452792897,Celebrity / Entertainment / Viral,image,478,463
1994620878223479266,Geopolitics & International Conflicts,text,477209,498144
1994628250660999509,Health & Medicine,image,,
1994635593276690631,Celebrity / Entertainment / Viral,video,2174,2996
1994646860774903810,Geopolitics & International Conflicts,image,35375,35040
1994649877872349475,Celebrity / Entertainment / Viral,image,41298,40988
1994654075338854791,Sports,video,8796,22753
1994662664023224640,Social/Cultural Issues,video,4059717,4002430
1994681485811757372,Celebrity / Entertainment / Viral,image,292829,296585
1994708413788688719,Geopolitics & International Conflicts,image,21328,
1994717414991229105,Sports,image,17534,19814
1994748150825771266,Celebrity / Entertainment / Viral,video,,
1994753342417850590,Politics & Elections,video,37743,55940
1994796640688115947,Geopolitics & International Conflicts,text,225875,245084
1994816373537870053,Conspiracy & Pseudoscience,video,115411,185227
1994819620520579553,Social/Cultural Issues,video,271714,335952
1994821659564368276,Politics & Elections,video,632468,772566
1994834265343762742,Science & Technology,video,220309,220327
1994862380833280504,Politics & Elections,video,1671475,1691415
1994883484658102287,Geopolitics & International Conflicts,image,88328,
1994885891098382706,Social/Cultural Issues,text,1090,1283
1994944574784246162,Sports,text,24293,25456
1994948582978499059,Sports,text,35805,39315
1994975721832476742,Celebrity / Entertainment / Viral,image,,
1995014910271697028,Geopolitics & International Conflicts,image,48208,
1995016951010414921,AI generated content,video,18771,21560
1995036032522490310,Geopolitics & International Conflicts,video,755493,803535
1995043384424313205,Science & Technology,video,5284405,5800281
1995095463670829264,Economy & Finance,image,1086121,1113125
1995113520237531301,Celebrity / Entertainment / Viral,video,215076,247780
1995132641251627505,Politics & Elections,video,75980,75450
1995136037593776449,Celebrity / Entertainment / Viral,video,,
1995173541143363963,Politics & Elections,image,355680,392699
1995214834590519523,Politics & Elections,video,292436,300262
1995233963506598116,Sports,image,16605,17137
1995256187374198915,AI generated content,video,347949,378153
1995257791112708283,Geopolitics & International Conflicts,video,114637,115544
1995298576436789640,AI generated content,text,87241,127316
1995305702513098994,Celebrity / Entertainment / Viral,video,210426,219514
1995312577040294244,Conspiracy & Pseudoscience,video,2353526,2361555
1995323303305605522,Celebrity / Entertainment / Viral,video,914990,918052
1995335630029463840,Science & Technology,text,4754,6545
1995339009804193877,Social/Cultural Issues,video,,
1995367254209495402,Celebrity / Entertainment / Viral,video,4060949,4348859
1995377311236133070,Celebrity / Entertainment / Viral,video,194199,221367
1995410923960635800,Social/Cultural Issues,video,271714,335952
1995431930637033783,Social/Cultural Issues,video,150815,188674
1995459325863584052,Social/Cultural Issues,video,129758,146165
1995466136096252215,Geopolitics & International Conflicts,video,,
1995479684293779516,Conspiracy & Pseudoscience,video,19873,23140
1995481750772834450,Conspiracy & Pseudoscience,video,215087,247780
1995487740671238516,Other / Miscellaneous,text,,
1995497378208698529,Politics & Elections,text,35342,41773
1995503070151602565,Geopolitics & International Conflicts,text,177114,186663
1995506417688862944,Celebrity / Entertainment / Viral,video,310672,321634
1995523289050140691,Geopolitics & International Conflicts,image,317716,327186
1995555073200361795,Economy & Finance,text,14136,15485
1995589542045516075,Sports,text,30135,30685
1995608361367400940,Health & Medicine,text,630692,632549
1995614487626518753,Politics & Elections,text,519229,547854
1995642199481127143,Politics & Elections,video,247218,317897
1995650074270204409,Sports,image,9472,20152
1995663406737879294,Conspiracy & Pseudoscience,video,74985,
1995665751240311258,Social/Cultural Issues,image,20002,31930
1995670502548144413,Celebrity / Entertainment / Viral,image,2319339,2288446
1995675027325550872,Sports,text,362140,374541
1995732515923927289,Celebrity / Entertainment / Viral,image,13929,
1995734284636745782,Celebrity / Entertainment / Viral,video,409,407
1995740180511424947,AI generated content,image,60907,60856
1995747245858185571,Politics & Elections,video,260970,335623
1995772485493494264,Social/Cultural Issues,image,40559,48498
1995792547550298478,Social/Cultural Issues,image,68876,79409
1995810221109715091,Other / Miscellaneous,image,150321,153408
1995813976664371516,AI generated content,video,336445,
1995827394096365806,Health & Medicine,image,122516,122741
1995830079822463046,Health & Medicine,video,348573,377781
1995838184400486516,AI generated content,video,103203,105956
1995842091256332800,Politics & Elections,image,914586,1161535
1995845525028176307,Politics & Elections,text,882193,966553
1995854578420724103,Celebrity / Entertainment / Viral,video,1762,1627
1995892820163658065,Health & Medicine,image,250392,253711
1995898181779853748,Sports,image,343796,351519
1995904277999747496,Conspiracy & Pseudoscience,video,123126,178227
1995937784532746510,Politics & Elections,video,1443054,1501867
1995939460803166291,Politics & Elections,text,2573483,2725002
1995958618328629431,Sports,image,8106,8112
1995964165303988245,Geopolitics & International Conflicts,video,,
1995997361223725354,AI generated content,video,281709,330502
1996020707080503805,Social/Cultural Issues,video,135501,142515
1996031327427322229,Science & Technology,image,151030,219684
1996034289662919121,Geopolitics & International Conflicts,video,,
1996037567431762228,Politics & Elections,video,180401,178714
1996044022469853479,Politics & Elections,text,1118158,1134352
1996055537088344548,Celebrity / Entertainment / Viral,video,2194,3063
1996068379078414662,Politics & Elections,video,20814,21325
1996104977857892735,Economy & Finance,image,532761,523593
1996140830625804530,Social/Cultural Issues,image,72961,
1996187285180850482,Geopolitics & International Conflicts,video,128135,
1996187727721865517,Economy & Finance,image,21323,21042
1996189535559151812,Health & Medicine,image,1125366,1129391
1996216349518164199,Social/Cultural Issues,text,2095722,2296008
1996217381761270020,Social/Cultural Issues,image,407484,462559
1996273709016117619,Politics & Elections,video,185869,182188
1996282032465555518,Celebrity / Entertainment / Viral,image,216707,221723
1996282858952892751,Sports,image,1534109,1733647
1996311027651338690,Economy & Finance,text,38863,40619
1996339410581786875,Health & Medicine,image,1479319,1541206
1996459757998424210,Economy & Finance,video,233214,259652
1996460807480390067,Social/Cultural Issues,image,275696,335952
1996483384390934734,Politics & Elections,text,,
1996514879373705642,Celebrity / Entertainment / Viral,video,215286,222648
1996587234334831004,Conspiracy & Pseudoscience,video,108055,113250
1996590656207351848,Social/Cultural Issues,video,26730,37854
1996600957774274919,Geopolitics & International Conflicts,text,943207,1388628
1996606110673818040,Geopolitics & International Conflicts,video,38289,41147
1996612078015000894,Politics & Elections,text,409757,398103
1996612254825865400,Politics & Elections,text,409755,398103
1996627296502141094,Health & Medicine,image,35350,38310
1996660309084590112,Other / Miscellaneous,video,17143,20506
1996660339489100050,Social/Cultural Issues,video,4623928,4759980
1996672641059692922,Celebrity / Entertainment / Viral,video,37557,
1996677915136954417,Politics & Elections,image,12355,
1996693541553139858,Sports,video,189804,221814
1996714620284031407,Politics & Elections,video,98943,114425
1996731249130422758,Politics & Elections,image,907587,1161535
1996732217272553515,Sports,image,286721,319614
1996734981570445778,Politics & Elections,text,241301,246973
1996749284876615682,Social/Cultural Issues,video,310671,321634
1996765032504242352,Social/Cultural Issues,video,504823,516389
1996776164619125188,Sports,video,45155,45701
1996784574995820738,Celebrity / Entertainment / Viral,video,159259,177918
1996788548696264769,Celebrity / Entertainment / Viral,image,11605,13795
1996798101936656517,Celebrity / Entertainment / Viral,image,,
1996806302883062128,Celebrity / Entertainment / Viral,image,8674,9584
1996810923118678374,Science & Technology,text,22086,23985
1996814513761562759,Politics & Elections,text,7130,7712
1996823202660864197,Geopolitics & International Conflicts,video,430974,450280
1996827690788368655,Celebrity / Entertainment / Viral,video,275207,328005
1996831133414363186,Social/Cultural Issues,video,271701,335952
1996845051415351659,Social/Cultural Issues,video,43228,65112
1996852793294938125,Geopolitics & International Conflicts,video,6063140,6128640
1996853584642654356,Sports,text,20680,
1996884940307194315,Celebrity / Entertainment / Viral,video,336471,
1996890271330730483,Geopolitics & International Conflicts,video,115691,121480
1996917036212244569,Health & Medicine,text,,
1996945036572086500,Geopolitics & International Conflicts,text,15998,15455
1996957936766050494,Sports,image,18306,19760
1996996340874674275,Health & Medicine,image,385370,466736
1997043553923420668,Social/Cultural Issues,text,2798560,2860979
1997057678099513452,Celebrity / Entertainment / Viral,image,234511,244728
1997119243956244789,Health & Medicine,video,18602,30116
1997124464287330535,Politics & Elections,image,16212,18763
1997124841032634388,Sports,image,2316,
1997125505200582703,Social/Cultural Issues,video,,
1997134762818129971,Politics & Elections,image,2731108,2974256
1997139507502796874,Geopolitics & International Conflicts,image,212542,244897
1997146911959404616,Other / Miscellaneous,video,448804,482610
1997168537794945175,Politics & Elections,video,215079,247780
1997182736549978439,Social/Cultural Issues,video,53403,
1997196381455335632,Celebrity / Entertainment / Viral,video,864067,846009
1997217246037631336,Conspiracy & Pseudoscience,video,98907,101849
1997217671327502716,Celebrity / Entertainment / Viral,video,216629,236330
1997222602964623653,Geopolitics & International Conflicts,video,272641,335952
1997232054627344420,Sports,image,1537666,1733647
1997235466807214405,Geopolitics & International Conflicts,image,38186,40750
1997244848508981536,Celebrity / Entertainment / Viral,image,63933,63701
1997269249300005292,Celebrity / Entertainment / Viral,image,8544,8729
1997300416703524958,Celebrity / Entertainment / Viral,video,2081,2308
1997301630010585188,Social/Cultural Issues,video,,
1997307358893027470,Celebrity / Entertainment / Viral,video,37162,42601
1997318307691508194,Celebrity / Entertainment / Viral,video,,
1997338296125452655,Celebrity / Entertainment / Viral,video,336445,
1997345298000036101,Other / Miscellaneous,image,6403199,6323857
1997366516463947934,AI generated content,video,77265,82892
1997369294150365622,Conspiracy & Pseudoscience,text,52230,56647
1997379182943486320,Other / Miscellaneous,text,52230,56647
1997397107553026101,Other / Miscellaneous,image,,
1997399573820568026,Politics & Elections,text,6912,8404
1997410772121522233,Sports,image,16217,18985
1997469133101814065,Politics & Elections,video,83074,120229
1997564215104786801,Social/Cultural Issues,text,,
1997564385926295631,Social/Cultural Issues,image,275697,335952
1997632974628479243,Celebrity / Entertainment / Viral,image,20741,21603
1997636721513468244,Health & Medicine,text,746,692
1997640389432340618,Sports,image,452239,456184
1997696702917300356,Politics & Elections,image,5275482,5238825
1997717689159360954,Sports,image,2328,2296
1997731353190953262,Sports,image,2147709,2133251
1997740177670963207,Health & Medicine,text,101642,106571
1997743185678725157,Celebrity / Entertainment / Viral,image,9950009,10303828
1997752601379807648,Science & Technology,image,357319,460591
1997761810749874513,Politics & Elections,text,181220,181282
1997767531474321544,AI generated content,video,94672,127697
1997778732313153566,Celebrity / Entertainment / Viral,image,4970,6128
1997810282006269988,Celebrity / Entertainment / Viral,video,280575,339406
1997841267628077284,Conspiracy & Pseudoscience,video,34448,38881
1997846574387560618,Geopolitics & International Conflicts,image,1726,
1997859502255956078,Sports,image,737675,757495
1997875488212345092,Politics & Elections,video,169728,201999
1997877481378820206,Geopolitics & International Conflicts,image,10450,12321
1997940011883438214,Celebrity / Entertainment / Viral,image,15116,19801
1997958058585321484,Social/Cultural Issues,text,,
1997976548956069906,Celebrity / Entertainment / Viral,image,63931,63701
1997993906894422275,Sports,image,271,340
1997995139994911092,AI generated content,video,9722,
1998003712464441626,Celebrity / Entertainment / Viral,image,3212,4428
1998050038082359322,Politics & Elections,image,35346,38861
1998057508674351164,Politics & Elections,video,57854,
1998058947581001948,Sports,video,21517,22856
1998074269545157004,Politics & Elections,video,37706,43901
1998099287889351050,Sports,image,1537686,1733647
1998117617505374493,Health & Medicine,text,95798,100501
1998120395652694502,Celebrity / Entertainment / Viral,video,17670,21286
1998143900461285854,Politics & Elections,video,,
1998146188839919943,Celebrity / Entertainment / Viral,video,20121,19116
1998158915758870768,Geopolitics & International Conflicts,video,257933,290509
1998178697942331859,Health & Medicine,text,4030592,4072075
1998225781370315205,Politics & Elections,image,511636,524462
1998302276629475585,Science & Technology,video,78043,79166
1998337258483490865,Other / Miscellaneous,video,,
1998347694922768506,Health & Medicine,video,837964,841100
1998366776313422224,Politics & Elections,video,1080365,1097638
1998383700866687475,Geopolitics & International Conflicts,video,1058583,1118282
1998399537107333244,Conspiracy & Pseudoscience,video,255631,355094
1998400704537403638,Sports,video,22393,22543
1998419540422930655,Science & Technology,video,62159,82896
1998440572214804785,Politics & Elections,video,111211,135280
1998443347095203887,Politics & Elections,image,521857,584481
1998449008147124482,Sports,image,37969,
1998450068295393552,Social/Cultural Issues,video,,
1998456029193879744,Social/Cultural Issues,video,593937,594996
1998462597922783544,Health & Medicine,video,209658,263100
1998474545968349678,Sports,image,18935,
1998475504383565991,Science & Technology,image,416184,557647
1998504578262945999,Sports,text,15790,16053
1998523668348154266,Science & Technology,video,357007,460591
1998537864032797145,Politics & Elections,text,40974,44136
1998553979828195495,AI generated content,video,14588,
1998562017377136974,Science & Technology,video,357319,460591
1998572479934271720,Social/Cultural Issues,video,826497,822265
1998587540794732627,Celebrity / Entertainment / Viral,video,,
1998628475222331762,Celebrity / Entertainment / Viral,video,6925,7817
1998679205517603083,Economy & Finance,text,49123,49172
1998718105808249233,Social/Cultural Issues,image,80265,138679
1998724512574222792,Geopolitics & International Conflicts,video,3627842,3856056
1998771592348971522,Social/Cultural Issues,video,20148,25407
1998778738176077833,Social/Cultural Issues,video,,
1998779406932697208,Science & Technology,text,2316,2686
1998787332401766429,Sports,video,73636,74111
1998794259659456965,Politics & Elections,text,683435,685223
1998800437039018113,Social/Cultural Issues,image,692081,817255
1998809357497332176,Politics & Elections,text,1514844,2068563
1998838301696962787,Politics & Elections,text,6724255,6839503
1998856748506185932,Social/Cultural Issues,video,426038,470688
1998876786684473567,Sports,video,35805,39315
1998879143187128564,Social/Cultural Issues,text,3308585,3290683
1998906369337172202,Celebrity / Entertainment / Viral,video,15092,
1998908069586284995,Conspiracy & Pseudoscience,text,495302,498148
1998912018850656622,Geopolitics & International Conflicts,video,331086,329971
1998946200503128493,Geopolitics & International Conflicts,video,46958,
1998951200285450246,Sports,image,810,818
1998956007423455688,Health & Medicine,video,1401254,1479164
1998958751878099008,Sports,image,122951,124148
1998984900272398418,Science & Technology,video,27466,
1999040961763266807,AI generated content,video,636178,772566
1999064913155633547,Conspiracy & Pseudoscience,video,839218,841100
1999072675419795915,Social/Cultural Issues,video,660280,683047
1999108156061089848,Sports,text,32577,32202
1999158281030267391,AI generated content,video,246682,256876
1999158318032666708,Science & Technology,image,357047,460591
1999161532937015367,Geopolitics & International Conflicts,image,79770,
1999172991360598078,Celebrity / Entertainment / Viral,video,351067,363309
1999208409111949607,Science & Technology,video,1513167,2175778
1999224229938839940,Social/Cultural Issues,text,,
1999251484391981511,Conspiracy & Pseudoscience,text,318,294
1999266149457100940,Politics & Elections,image,20468,22122
1999279510689317242,Politics & Elections,text,195957,219259
1999280674470015189,Celebrity / Entertainment / Viral,image,17527,19814
1999284819881238642,Politics & Elections,text,53500,71299
1999285804288635054,Politics & Elections,text,129707,124091
1999307806319739195,Politics & Elections,text,304358,322405
1999323445855686900,Geopolitics & International Conflicts,video,286737,364726
1999342443125174603,Economy & Finance,video,,
1999388527591661954,Celebrity / Entertainment / Viral,video,336442,
1999397468811805141,Other / Miscellaneous,video,336475,
1999409878981320907,Conspiracy & Pseudoscience,video,1155568,1175521
1999420467396940025,Health & Medicine,video,209659,263100
1999436146481463317,Health & Medicine,video,209637,263100
1999465312966836305,Other / Miscellaneous,image,424097,557647
1999469875144823222,Sports,video,345695,346492
1999499688882639244,Other / Miscellaneous,video,,
1999501545121906985,Social/Cultural Issues,video,51723,
1999516609971650766,AI generated content,video,26196,
1999534399843336429,Conspiracy & Pseudoscience,video,54941,
1999547059049840787,AI generated content,video,168400,167305
1999558733488357817,Other / Miscellaneous,video,20235,19116
1999576316467622251,Social/Cultural Issues,image,6162,6466
1999609742998798776,Geopolitics & International Conflicts,text,,
1999615958240100570,Celebrity / Entertainment / Viral,image,28350,55395
1999639750907691081,Conspiracy & Pseudoscience,image,407635,406484
1999651966046343296,Politics & Elections,text,285520,292521
1999659571317469497,Politics & Elections,video,112067,142208
1999771015233392877,AI generated content,video,98037,100491
1999783928886911474,AI generated content,video,336062,
1999797003786531260,Health & Medicine,image,233140,
1999800341181956344,Celebrity / Entertainment / Viral,image,2638,
1999881572103905351,Geopolitics & International Conflicts,video,55074,100615
1999884689675596282,Social/Cultural Issues,video,6552,14160
1999896141757108342,AI generated content,video,281758,330502
1999898065109745852,Health & Medicine,video,452751,485641
1999921240744902673,Conspiracy & Pseudoscience,video,476524,
1999964115729867235,Social/Cultural Issues,video,1555491,2175779
1999999737379143950,Health & Medicine,image,115807,134703
2000016226291188179,Social/Cultural Issues,video,38187,
2000027557899735125,Politics & Elections,image,44851,48517
2000055182051401823,Social/Cultural Issues,image,171195,
2000058321487777835,Celebrity / Entertainment / Viral,text,5942,
2000072998603399649,Politics & Elections,video,79770,
2000105280387035220,Sports,text,12634,13576
2000133870012842067,Geopolitics & International Conflicts,video,12711,12595
2000136179292029102,Geopolitics & International Conflicts,video,223597,
2000145996505051624,Social/Cultural Issues,video,3011,
2000152080334397489,Health & Medicine,video,839206,841100
2000155774576910401,Geopolitics & International Conflicts,image,317163,390011
2000156725714866626,Politics & Elections,image,45648,44922
2000168676201558487,Social/Cultural Issues,image,14739,15160
2000174542283850124,Social/Cultural Issues,image,61984,66119
2000175099077599562,Geopolitics & International Conflicts,video,,
2000180602713047480,Geopolitics & International Conflicts,video,378969,426089
2000188768859603060,Geopolitics & International Conflicts,video,3011,
2000200165353783736,Geopolitics & International Conflicts,image,3320,3330
2000211988601860512,Geopolitics & International Conflicts,video,1683744,1758764
2000228545914667184,Geopolitics & International Conflicts,text,7873935,8896001
2000336052981289452,Geopolitics & International Conflicts,video,74634,81579
2000449395159105662,Celebrity / Entertainment / Viral,image,45925,
2000453167956602973,Politics & Elections,image,498229,582933
2000474376475742675,Geopolitics & International Conflicts,image,56831,58202
2000487081672602092,Geopolitics & International Conflicts,video,21739,29635
2000509614480343428,Geopolitics & International Conflicts,text,16445,27031
2000519349946265859,Social/Cultural Issues,video,193859,225268
2000520147694669932,Social/Cultural Issues,text,5747,6976
2000520335834353760,Geopolitics & International Conflicts,video,1699,1832
2000521382262951939,Social/Cultural Issues,text,5747,6976
2000521804712919426,Social/Cultural Issues,video,763349,846513
2000524076616503771,Social/Cultural Issues,video,9369,10325
2000524950512214055,Geopolitics & International Conflicts,video,508264,542701
2000539932218061305,Social/Cultural Issues,video,433892,447059
2000562609049977196,Geopolitics & International Conflicts,image,1009390,1640406
2000572920976785444,Health & Medicine,video,171740,189785
2000578552354218242,Conspiracy & Pseudoscience,video,108508,116591
2000579345438380194,Health & Medicine,video,1303931,1391554
2000583071058247918,Social/Cultural Issues,video,201001,
2000583478971351203,AI generated content,video,317061,390011
2000597915140813002,Health & Medicine,video,18327,30054
2000612727086067983,Social/Cultural Issues,text,56486,59609
2000628552035635248,Geopolitics & International Conflicts,video,923791,1050048
2000644529360109749,Geopolitics & International Conflicts,video,2943,4496
2000650407878787341,Geopolitics & International Conflicts,video,5112,6776
